instrument_key,venue,instrument_type,symbol,venue_type,tardis_exchange,data_provider,asset_class,available_from_datetime,available_to_datetime,data_types,base_asset,quote_asset,settle_asset,exchange_raw_symbol,tardis_symbol,inverse,strike,option_type,expiry,contract_size,tick_size,underlying,min_size,ccxt_symbol,ccxt_exchange,base_asset_contract_address,quote_asset_contract_address,pool_address,pool_fee_tier
OKX:SPOT_PAIR:OM-USDT,OKX,SPOT_PAIR,OM-USDT,exchange,okex,tardis,crypto,2021-03-10T00:00:00.000Z,,"trades,book_snapshot_5",OM,USDT,USDT,OM-USDT,om-usdt,False,,,,,1e-05,,1.0,OM/USDT,okx,,,,
OKX:SPOT_PAIR:BETH-USDT,OKX,SPOT_PAIR,BETH-USDT,exchange,okex,tardis,crypto,2021-03-10T00:00:00.000Z,,"trades,book_snapshot_5",BETH,USDT,USDT,BETH-USDT,beth-usdt,False,,,,,0.1,,0.001,BETH/USDT,okx,,,,
OKX:SPOT_PAIR:VELO-USDT,OKX,SPOT_PAIR,VELO-USDT,exchange,okex,tardis,crypto,2021-03-10T00:00:00.000Z,,"trades,book_snapshot_5",VELO,USDT,USDT,VELO-USDT,velo-usdt,False,,,,,1e-06,,100.0,VELO/USDT,okx,,,,
OKX:SPOT_PAIR:PERP-USDT,OKX,SPOT_PAIR,PERP-USDT,exchange,okex,tardis,crypto,2021-03-10T00:00:00.000Z,,"trades,book_snapshot_5",PERP,USDT,USDT,PERP-USDT,perp-usdt,False,,,,,0.0001,,1.0,PERP/USDT,okx,,,,
OKX:SPOT_PAIR:DORA-USDT,OKX,SPOT_PAIR,DORA-USDT,exchange,okex,tardis,crypto,2021-03-23T00:00:00.000Z,,"trades,book_snapshot_5",DORA,USDT,USDT,DORA-USDT,dora-usdt,False,,,,,1e-05,,10.0,DORA/USDT,okx,,,,
OKX:SPOT_PAIR:AUCTION-USDT,OKX,SPOT_PAIR,AUCTION-USDT,exchange,okex,tardis,crypto,2021-04-07T00:00:00.000Z,,"trades,book_snapshot_5",AUCTION,USDT,USDT,AUCTION-USDT,auction-usdt,False,,,,,0.001,,0.1,AUCTION/USDT,okx,,,,
OKX:SPOT_PAIR:DAO-USDT,OKX,SPOT_PAIR,DAO-USDT,exchange,okex,tardis,crypto,2021-04-14T00:00:00.000Z,,"trades,book_snapshot_5",DAO,USDT,USDT,DAO-USDT,dao-usdt,False,,,,,1e-05,,10.0,DAO/USDT,okx,,,,
OKX:SPOT_PAIR:VRA-USDT,OKX,SPOT_PAIR,VRA-USDT,exchange,okex,tardis,crypto,2021-04-28T00:00:00.000Z,,"trades,book_snapshot_5",VRA,USDT,USDT,VRA-USDT,vra-usdt,False,,,,,1e-07,,100.0,VRA/USDT,okx,,,,
OKX:SPOT_PAIR:XCH-USDT,OKX,SPOT_PAIR,XCH-USDT,exchange,okex,tardis,crypto,2021-05-03T00:00:00.000Z,,"trades,book_snapshot_5",XCH,USDT,USDT,XCH-USDT,xch-usdt,False,,,,,0.001,,0.1,XCH/USDT,okx,,,,
OKX:SPOT_PAIR:CSPR-USDT,OKX,SPOT_PAIR,CSPR-USDT,exchange,okex,tardis,crypto,2021-05-11T00:00:00.000Z,,"trades,book_snapshot_5",CSPR,USDT,USDT,CSPR-USDT,cspr-usdt,False,,,,,1e-06,,100.0,CSPR/USDT,okx,,,,
OKX:SPOT_PAIR:LAT-USDT,OKX,SPOT_PAIR,LAT-USDT,exchange,okex,tardis,crypto,2021-05-12T00:00:00.000Z,,"trades,book_snapshot_5",LAT,USDT,USDT,LAT-USDT,lat-usdt,False,,,,,1e-06,,100.0,LAT/USDT,okx,,,,
OKX:SPOT_PAIR:CFG-USDT,OKX,SPOT_PAIR,CFG-USDT,exchange,okex,tardis,crypto,2021-07-15T00:00:00.000Z,,"trades,book_snapshot_5",CFG,USDT,USDT,CFG-USDT,cfg-usdt,False,,,,,0.0001,,10.0,CFG/USDT,okx,,,,
OKX:SPOT_PAIR:CLV-USDT,OKX,SPOT_PAIR,CLV-USDT,exchange,okex,tardis,crypto,2021-07-29T00:00:00.000Z,,"trades,book_snapshot_5",CLV,USDT,USDT,CLV-USDT,clv-usdt,False,,,,,1e-05,,100.0,CLV/USDT,okx,,,,
OKX:SPOT_PAIR:OMI-USDT,OKX,SPOT_PAIR,OMI-USDT,exchange,okex,tardis,crypto,2021-08-02T00:00:00.000Z,,"trades,book_snapshot_5",OMI,USDT,USDT,OMI-USDT,omi-usdt,False,,,,,1e-07,,1000.0,OMI/USDT,okx,,,,
OKX:SPOT_PAIR:SLP-USDT,OKX,SPOT_PAIR,SLP-USDT,exchange,okex,tardis,crypto,2021-08-20T00:00:00.000Z,,"trades,book_snapshot_5",SLP,USDT,USDT,SLP-USDT,slp-usdt,False,,,,,1e-06,,100.0,SLP/USDT,okx,,,,
OKX:SPOT_PAIR:AGLD-USDT,OKX,SPOT_PAIR,AGLD-USDT,exchange,okex,tardis,crypto,2021-09-03T00:00:00.000Z,,"trades,book_snapshot_5",AGLD,USDT,USDT,AGLD-USDT,agld-usdt,False,,,,,0.0001,,1.0,AGLD/USDT,okx,,,,
OKX:SPOT_PAIR:ILV-USDT,OKX,SPOT_PAIR,ILV-USDT,exchange,okex,tardis,crypto,2021-09-07T00:00:00.000Z,,"trades,book_snapshot_5",ILV,USDT,USDT,ILV-USDT,ilv-usdt,False,,,,,0.001,,0.01,ILV/USDT,okx,,,,
OKX:SPOT_PAIR:ELON-USDT,OKX,SPOT_PAIR,ELON-USDT,exchange,okex,tardis,crypto,2021-10-25T00:00:00.000Z,,"trades,book_snapshot_5",ELON,USDT,USDT,ELON-USDT,elon-usdt,False,,,,,1e-11,,5000000.0,ELON/USDT,okx,,,,
OKX:SPOT_PAIR:IMX-USDT,OKX,SPOT_PAIR,IMX-USDT,exchange,okex,tardis,crypto,2021-11-05T00:00:00.000Z,,"trades,book_snapshot_5",IMX,USDT,USDT,IMX-USDT,imx-usdt,False,,,,,0.0001,,1.0,IMX/USDT,okx,,,,
OKX:SPOT_PAIR:BICO-USDT,OKX,SPOT_PAIR,BICO-USDT,exchange,okex,tardis,crypto,2021-12-01T00:00:00.000Z,,"trades,book_snapshot_5",BICO,USDT,USDT,BICO-USDT,bico-usdt,False,,,,,1e-05,,10.0,BICO/USDT,okx,,,,
OKX:SPOT_PAIR:RACA-USDT,OKX,SPOT_PAIR,RACA-USDT,exchange,okex,tardis,crypto,2021-12-07T00:00:00.000Z,,"trades,book_snapshot_5",RACA,USDT,USDT,RACA-USDT,raca-usdt,False,,,,,1e-08,,1000.0,RACA/USDT,okx,,,,
OKX:SPOT_PAIR:ONE-USDT,OKX,SPOT_PAIR,ONE-USDT,exchange,okex,tardis,crypto,2022-01-06T00:00:00.000Z,,"trades,book_snapshot_5",ONE,USDT,USDT,ONE-USDT,one-usdt,False,,,,,1e-06,,100.0,ONE/USDT,okx,,,,
OKX:SPOT_PAIR:LOOKS-USDT,OKX,SPOT_PAIR,LOOKS-USDT,exchange,okex,tardis,crypto,2022-01-13T00:00:00.000Z,,"trades,book_snapshot_5",LOOKS,USDT,USDT,LOOKS-USDT,looks-usdt,False,,,,,1e-06,,100.0,LOOKS/USDT,okx,,,,
OKX:SPOT_PAIR:ACA-USDT,OKX,SPOT_PAIR,ACA-USDT,exchange,okex,tardis,crypto,2022-01-25T00:00:00.000Z,,"trades,book_snapshot_5",ACA,USDT,USDT,ACA-USDT,aca-usdt,False,,,,,1e-05,,10.0,ACA/USDT,okx,,,,
OKX:SPOT_PAIR:JOE-USDT,OKX,SPOT_PAIR,JOE-USDT,exchange,okex,tardis,crypto,2022-02-09T00:00:00.000Z,,"trades,book_snapshot_5",JOE,USDT,USDT,JOE-USDT,joe-usdt,False,,,,,0.0001,,10.0,JOE/USDT,okx,,,,
OKX:SPOT_PAIR:RSS3-USDT,OKX,SPOT_PAIR,RSS3-USDT,exchange,okex,tardis,crypto,2022-02-14T00:00:00.000Z,,"trades,book_snapshot_5",RSS3,USDT,USDT,RSS3-USDT,rss3-usdt,False,,,,,1e-05,,10.0,RSS3/USDT,okx,,,,
OKX:SPOT_PAIR:MAGIC-USDT,OKX,SPOT_PAIR,MAGIC-USDT,exchange,okex,tardis,crypto,2022-02-15T00:00:00.000Z,,"trades,book_snapshot_5",MAGIC,USDT,USDT,MAGIC-USDT,magic-usdt,False,,,,,1e-05,,1.0,MAGIC/USDT,okx,,,,
OKX:SPOT_PAIR:PSTAKE-USDT,OKX,SPOT_PAIR,PSTAKE-USDT,exchange,okex,tardis,crypto,2022-02-24T00:00:00.000Z,,"trades,book_snapshot_5",PSTAKE,USDT,USDT,PSTAKE-USDT,pstake-usdt,False,,,,,1e-05,,100.0,PSTAKE/USDT,okx,,,,
OKX:SPOT_PAIR:SD-USDT,OKX,SPOT_PAIR,SD-USDT,exchange,okex,tardis,crypto,2022-03-15T00:00:00.000Z,,"trades,book_snapshot_5",SD,USDT,USDT,SD-USDT,sd-usdt,False,,,,,0.0001,,1.0,SD/USDT,okx,,,,
OKX:SPOT_PAIR:OP-USDT,OKX,SPOT_PAIR,OP-USDT,exchange,okex,tardis,crypto,2022-05-31T00:00:00.000Z,,"trades,book_snapshot_5",OP,USDT,USDT,OP-USDT,op-usdt,False,,,,,0.0001,,1.0,OP/USDT,okx,,,,
OKX:SPOT_PAIR:SWEAT-USDT,OKX,SPOT_PAIR,SWEAT-USDT,exchange,okex,tardis,crypto,2022-09-13T00:00:00.000Z,,"trades,book_snapshot_5",SWEAT,USDT,USDT,SWEAT-USDT,sweat-usdt,False,,,,,1e-06,,100.0,SWEAT/USDT,okx,,,,
OKX:SPOT_PAIR:MENGO-USDT,OKX,SPOT_PAIR,MENGO-USDT,exchange,okex,tardis,crypto,2022-09-23T00:00:00.000Z,,"trades,book_snapshot_5",MENGO,USDT,USDT,MENGO-USDT,mengo-usdt,False,,,,,1e-05,,10.0,MENGO/USDT,okx,,,,
OKX:SPOT_PAIR:POR-USDT,OKX,SPOT_PAIR,POR-USDT,exchange,okex,tardis,crypto,2022-09-23T00:00:00.000Z,,"trades,book_snapshot_5",POR,USDT,USDT,POR-USDT,por-usdt,False,,,,,0.0001,,1.0,POR/USDT,okx,,,,
OKX:SPOT_PAIR:CITY-USDT,OKX,SPOT_PAIR,CITY-USDT,exchange,okex,tardis,crypto,2022-09-26T00:00:00.000Z,,"trades,book_snapshot_5",CITY,USDT,USDT,CITY-USDT,city-usdt,False,,,,,0.0001,,1.0,CITY/USDT,okx,,,,
OKX:SPOT_PAIR:APT-USDT,OKX,SPOT_PAIR,APT-USDT,exchange,okex,tardis,crypto,2022-10-19T00:00:00.000Z,,"trades,book_snapshot_5",APT,USDT,USDT,APT-USDT,apt-usdt,False,,,,,0.001,,0.1,APT/USDT,okx,,,,
OKX:SPOT_PAIR:FLOKI-USDT,OKX,SPOT_PAIR,FLOKI-USDT,exchange,okex,tardis,crypto,2022-12-16T00:00:00.000Z,,"trades,book_snapshot_5",FLOKI,USDT,USDT,FLOKI-USDT,floki-usdt,False,,,,,1e-08,,10000.0,FLOKI/USDT,okx,,,,
OKX:SPOT_PAIR:VELODROME-USDT,OKX,SPOT_PAIR,VELODROME-USDT,exchange,okex,tardis,crypto,2023-03-17T00:00:00.000Z,,"trades,book_snapshot_5",VELODROME,USDT,USDT,VELODROME-USDT,velodrome-usdt,False,,,,,1e-05,,10.0,VELODROME/USDT,okx,,,,
OKX:SPOT_PAIR:RDNT-USDT,OKX,SPOT_PAIR,RDNT-USDT,exchange,okex,tardis,crypto,2023-03-21T00:00:00.000Z,,"trades,book_snapshot_5",RDNT,USDT,USDT,RDNT-USDT,rdnt-usdt,False,,,,,1e-05,,10.0,RDNT/USDT,okx,,,,
OKX:SPOT_PAIR:ACH-USDT,OKX,SPOT_PAIR,ACH-USDT,exchange,okex,tardis,crypto,2023-04-21T00:00:00.000Z,,"trades,book_snapshot_5",ACH,USDT,USDT,ACH-USDT,ach-usdt,False,,,,,1e-05,,100.0,ACH/USDT,okx,,,,
OKX:SPOT_PAIR:LQTY-USDT,OKX,SPOT_PAIR,LQTY-USDT,exchange,okex,tardis,crypto,2023-04-21T00:00:00.000Z,,"trades,book_snapshot_5",LQTY,USDT,USDT,LQTY-USDT,lqty-usdt,False,,,,,0.0001,,1.0,LQTY/USDT,okx,,,,
OKX:SPOT_PAIR:PEPE-USDT,OKX,SPOT_PAIR,PEPE-USDT,exchange,okex,tardis,crypto,2023-05-01T00:00:00.000Z,,"trades,book_snapshot_5",PEPE,USDT,USDT,PEPE-USDT,pepe-usdt,False,,,,,1e-09,,100000.0,PEPE/USDT,okx,,,,
OKX:SPOT_PAIR:SUI-USDT,OKX,SPOT_PAIR,SUI-USDT,exchange,okex,tardis,crypto,2023-05-03T00:00:00.000Z,,"trades,book_snapshot_5",SUI,USDT,USDT,SUI-USDT,sui-usdt,False,,,,,0.0001,,1.0,SUI/USDT,okx,,,,
OKX:SPOT_PAIR:CETUS-USDT,OKX,SPOT_PAIR,CETUS-USDT,exchange,okex,tardis,crypto,2023-05-10T00:00:00.000Z,,"trades,book_snapshot_5",CETUS,USDT,USDT,CETUS-USDT,cetus-usdt,False,,,,,1e-05,,10.0,CETUS/USDT,okx,,,,
OKX:SPOT_PAIR:EOS-USDT,OKX,SPOT_PAIR,EOS-USDT,exchange,okex,tardis,crypto,2019-03-30T00:00:00.000Z,2025-05-27T00:00:00.000Z,"trades,book_snapshot_5",EOS,USDT,USDT,EOS-USDT,eos-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:BSV-USDT,OKX,SPOT_PAIR,BSV-USDT,exchange,okex,tardis,crypto,2019-03-30T00:00:00.000Z,2025-07-08T00:00:00.000Z,"trades,book_snapshot_5",BSV,USDT,USDT,BSV-USDT,bsv-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:XMR-USDT,OKX,SPOT_PAIR,XMR-USDT,exchange,okex,tardis,crypto,2019-03-30T00:00:00.000Z,2024-01-06T00:00:00.000Z,"trades,book_snapshot_5",XMR,USDT,USDT,XMR-USDT,xmr-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:USTC-USDT,OKX,SPOT_PAIR,USTC-USDT,exchange,okex,tardis,crypto,2022-05-29T00:00:00.000Z,2025-09-30T00:00:00.000Z,"trades,book_snapshot_5",USTC,USDT,USDT,USTC-USDT,ustc-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:DASH-USDT,OKX,SPOT_PAIR,DASH-USDT,exchange,okex,tardis,crypto,2019-03-30T00:00:00.000Z,2024-01-06T00:00:00.000Z,"trades,book_snapshot_5",DASH,USDT,USDT,DASH-USDT,dash-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:ZEC-USDT,OKX,SPOT_PAIR,ZEC-USDT,exchange,okex,tardis,crypto,2019-03-30T00:00:00.000Z,2024-01-06T00:00:00.000Z,"trades,book_snapshot_5",ZEC,USDT,USDT,ZEC-USDT,zec-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:MKR-USDT,OKX,SPOT_PAIR,MKR-USDT,exchange,okex,tardis,crypto,2019-03-30T00:00:00.000Z,2025-09-09T00:00:00.000Z,"trades,book_snapshot_5",MKR,USDT,USDT,MKR-USDT,mkr-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:OMG-USDT,OKX,SPOT_PAIR,OMG-USDT,exchange,okex,tardis,crypto,2019-12-13T00:00:00.000Z,2024-07-24T00:00:00.000Z,"trades,book_snapshot_5",OMG,USDT,USDT,OMG-USDT,omg-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:XEM-USDT,OKX,SPOT_PAIR,XEM-USDT,exchange,okex,tardis,crypto,2019-12-13T00:00:00.000Z,2024-07-17T00:00:00.000Z,"trades,book_snapshot_5",XEM,USDT,USDT,XEM-USDT,xem-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:SRM-USDT,OKX,SPOT_PAIR,SRM-USDT,exchange,okex,tardis,crypto,2020-08-14T00:00:00.000Z,2023-10-17T00:00:00.000Z,"trades,book_snapshot_5",SRM,USDT,USDT,SRM-USDT,srm-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:YFII-USDT,OKX,SPOT_PAIR,YFII-USDT,exchange,okex,tardis,crypto,2020-09-01T00:00:00.000Z,2024-03-01T00:00:00.000Z,"trades,book_snapshot_5",YFII,USDT,USDT,YFII-USDT,yfii-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:DCR-USDT,OKX,SPOT_PAIR,DCR-USDT,exchange,okex,tardis,crypto,2019-03-30T00:00:00.000Z,2024-07-24T00:00:00.000Z,"trades,book_snapshot_5",DCR,USDT,USDT,DCR-USDT,dcr-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:REP-USDT,OKX,SPOT_PAIR,REP-USDT,exchange,okex,tardis,crypto,2020-09-11T00:00:00.000Z,2024-08-10T00:00:00.000Z,"trades,book_snapshot_5",REP,USDT,USDT,REP-USDT,rep-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:SC-USDT,OKX,SPOT_PAIR,SC-USDT,exchange,okex,tardis,crypto,2019-03-30T00:00:00.000Z,2025-09-30T00:00:00.000Z,"trades,book_snapshot_5",SC,USDT,USDT,SC-USDT,sc-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:OXT-USDT,OKX,SPOT_PAIR,OXT-USDT,exchange,okex,tardis,crypto,2020-03-30T00:00:00.000Z,2025-07-08T00:00:00.000Z,"trades,book_snapshot_5",OXT,USDT,USDT,OXT-USDT,oxt-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:REN-USDT,OKX,SPOT_PAIR,REN-USDT,exchange,okex,tardis,crypto,2020-08-28T00:00:00.000Z,2024-10-09T00:00:00.000Z,"trades,book_snapshot_5",REN,USDT,USDT,REN-USDT,ren-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:WAVES-USDT,OKX,SPOT_PAIR,WAVES-USDT,exchange,okex,tardis,crypto,2019-12-13T00:00:00.000Z,2024-02-09T00:00:00.000Z,"trades,book_snapshot_5",WAVES,USDT,USDT,WAVES-USDT,waves-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:MATIC-USDT,OKX,SPOT_PAIR,MATIC-USDT,exchange,okex,tardis,crypto,2021-03-29T00:00:00.000Z,2024-09-08T00:00:00.000Z,"trades,book_snapshot_5",MATIC,USDT,USDT,MATIC-USDT,matic-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:BTT-USDT,OKX,SPOT_PAIR,BTT-USDT,exchange,okex,tardis,crypto,2019-12-13T00:00:00.000Z,2025-09-09T00:00:00.000Z,"trades,book_snapshot_5",BTT,USDT,USDT,BTT-USDT,btt-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:WBTC-USDT,OKX,SPOT_PAIR,WBTC-USDT,exchange,okex,tardis,crypto,2020-09-13T00:00:00.000Z,2025-09-09T00:00:00.000Z,"trades,book_snapshot_5",WBTC,USDT,USDT,WBTC-USDT,wbtc-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:MCO-USDT,OKX,SPOT_PAIR,MCO-USDT,exchange,okex,tardis,crypto,2019-12-13T00:00:00.000Z,2023-08-11T00:00:00.000Z,"trades,book_snapshot_5",MCO,USDT,USDT,MCO-USDT,mco-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:DIA-USDT,OKX,SPOT_PAIR,DIA-USDT,exchange,okex,tardis,crypto,2020-09-02T00:00:00.000Z,2025-07-08T00:00:00.000Z,"trades,book_snapshot_5",DIA,USDT,USDT,DIA-USDT,dia-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:FTM-USDT,OKX,SPOT_PAIR,FTM-USDT,exchange,okex,tardis,crypto,2020-09-23T00:00:00.000Z,2025-01-14T00:00:00.000Z,"trades,book_snapshot_5",FTM,USDT,USDT,FTM-USDT,ftm-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:MLN-USDT,OKX,SPOT_PAIR,MLN-USDT,exchange,okex,tardis,crypto,2020-09-11T00:00:00.000Z,2025-10-24T00:00:00.000Z,"trades,book_snapshot_5",MLN,USDT,USDT,MLN-USDT,mln-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:ALPHA-USDT,OKX,SPOT_PAIR,ALPHA-USDT,exchange,okex,tardis,crypto,2021-03-04T00:00:00.000Z,2025-10-24T00:00:00.000Z,"trades,book_snapshot_5",ALPHA,USDT,USDT,ALPHA-USDT,alpha-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:ZEN-USDT,OKX,SPOT_PAIR,ZEN-USDT,exchange,okex,tardis,crypto,2019-12-13T00:00:00.000Z,2024-01-06T00:00:00.000Z,"trades,book_snapshot_5",ZEN,USDT,USDT,ZEN-USDT,zen-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:VSYS-USDT,OKX,SPOT_PAIR,VSYS-USDT,exchange,okex,tardis,crypto,2019-12-13T00:00:00.000Z,2024-04-13T00:00:00.000Z,"trades,book_snapshot_5",VSYS,USDT,USDT,VSYS-USDT,vsys-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:HNT-USDT,OKX,SPOT_PAIR,HNT-USDT,exchange,okex,tardis,crypto,2022-11-14T00:00:00.000Z,2023-11-11T00:00:00.000Z,"trades,book_snapshot_5",HNT,USDT,USDT,HNT-USDT,hnt-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:CEL-USDT,OKX,SPOT_PAIR,CEL-USDT,exchange,okex,tardis,crypto,2021-04-13T00:00:00.000Z,2024-07-24T00:00:00.000Z,"trades,book_snapshot_5",CEL,USDT,USDT,CEL-USDT,cel-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:CVP-USDT,OKX,SPOT_PAIR,CVP-USDT,exchange,okex,tardis,crypto,2020-11-27T00:00:00.000Z,2024-01-13T00:00:00.000Z,"trades,book_snapshot_5",CVP,USDT,USDT,CVP-USDT,cvp-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:EURT-USDT,OKX,SPOT_PAIR,EURT-USDT,exchange,okex,tardis,crypto,2022-07-19T00:00:00.000Z,2024-08-10T00:00:00.000Z,"trades,book_snapshot_5",EURT,USDT,USDT,EURT-USDT,eurt-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:UTK-USDT,OKX,SPOT_PAIR,UTK-USDT,exchange,okex,tardis,crypto,2020-11-27T00:00:00.000Z,2024-10-25T00:00:00.000Z,"trades,book_snapshot_5",UTK,USDT,USDT,UTK-USDT,utk-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:FORTH-USDT,OKX,SPOT_PAIR,FORTH-USDT,exchange,okex,tardis,crypto,2021-04-22T00:00:00.000Z,2025-09-30T00:00:00.000Z,"trades,book_snapshot_5",FORTH,USDT,USDT,FORTH-USDT,forth-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:FRONT-USDT,OKX,SPOT_PAIR,FRONT-USDT,exchange,okex,tardis,crypto,2020-11-27T00:00:00.000Z,2024-09-14T00:00:00.000Z,"trades,book_snapshot_5",FRONT,USDT,USDT,FRONT-USDT,front-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:TRUE-USDT,OKX,SPOT_PAIR,TRUE-USDT,exchange,okex,tardis,crypto,2021-03-10T00:00:00.000Z,2023-08-11T00:00:00.000Z,"trades,book_snapshot_5",TRUE,USDT,USDT,TRUE-USDT,true-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:JST-USDT,OKX,SPOT_PAIR,JST-USDT,exchange,okex,tardis,crypto,2020-10-26T00:00:00.000Z,2025-09-09T00:00:00.000Z,"trades,book_snapshot_5",JST,USDT,USDT,JST-USDT,jst-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:SUN-USDT,OKX,SPOT_PAIR,SUN-USDT,exchange,okex,tardis,crypto,2020-10-26T00:00:00.000Z,2024-07-19T00:00:00.000Z,"trades,book_snapshot_5",SUN,USDT,USDT,SUN-USDT,sun-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:LITH-USDT,OKX,SPOT_PAIR,LITH-USDT,exchange,okex,tardis,crypto,2021-09-27T00:00:00.000Z,2024-09-14T00:00:00.000Z,"trades,book_snapshot_5",LITH,USDT,USDT,LITH-USDT,lith-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:ANT-USDT,OKX,SPOT_PAIR,ANT-USDT,exchange,okex,tardis,crypto,2020-10-26T00:00:00.000Z,2024-07-17T00:00:00.000Z,"trades,book_snapshot_5",ANT,USDT,USDT,ANT-USDT,ant-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:BTM-USDT,OKX,SPOT_PAIR,BTM-USDT,exchange,okex,tardis,crypto,2020-10-26T00:00:00.000Z,2023-11-11T00:00:00.000Z,"trades,book_snapshot_5",BTM,USDT,USDT,BTM-USDT,btm-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:BADGER-USDT,OKX,SPOT_PAIR,BADGER-USDT,exchange,okex,tardis,crypto,2021-01-29T00:00:00.000Z,2025-10-24T00:00:00.000Z,"trades,book_snapshot_5",BADGER,USDT,USDT,BADGER-USDT,badger-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:LON-USDT,OKX,SPOT_PAIR,LON-USDT,exchange,okex,tardis,crypto,2021-01-22T00:00:00.000Z,2024-11-29T00:00:00.000Z,"trades,book_snapshot_5",LON,USDT,USDT,LON-USDT,lon-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:SWRV-USDT,OKX,SPOT_PAIR,SWRV-USDT,exchange,okex,tardis,crypto,2020-10-26T00:00:00.000Z,2023-05-23T00:00:00.000Z,"trades,book_snapshot_5",SWRV,USDT,USDT,SWRV-USDT,swrv-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:KLAY-USDT,OKX,SPOT_PAIR,KLAY-USDT,exchange,okex,tardis,crypto,2021-03-10T00:00:00.000Z,2024-10-29T00:00:00.000Z,"trades,book_snapshot_5",KLAY,USDT,USDT,KLAY-USDT,klay-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:XEC-USDT,OKX,SPOT_PAIR,XEC-USDT,exchange,okex,tardis,crypto,2021-07-19T00:00:00.000Z,2024-06-07T00:00:00.000Z,"trades,book_snapshot_5",XEC,USDT,USDT,XEC-USDT,xec-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:KDA-USDT,OKX,SPOT_PAIR,KDA-USDT,exchange,okex,tardis,crypto,2022-01-05T00:00:00.000Z,2025-10-30T00:00:00.000Z,"trades,book_snapshot_5",KDA,USDT,USDT,KDA-USDT,kda-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:BORA-USDT,OKX,SPOT_PAIR,BORA-USDT,exchange,okex,tardis,crypto,2022-03-30T00:00:00.000Z,2025-06-21T00:00:00.000Z,"trades,book_snapshot_5",BORA,USDT,USDT,BORA-USDT,bora-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:SPELL-USDT,OKX,SPOT_PAIR,SPELL-USDT,exchange,okex,tardis,crypto,2021-10-15T00:00:00.000Z,2024-07-24T00:00:00.000Z,"trades,book_snapshot_5",SPELL,USDT,USDT,SPELL-USDT,spell-usdt,False,,,,,,,,,,,,,
OKX:SPOT_PAIR:WXT-USDT,OKX,SPOT_PAIR,WXT-USDT,exchange,okex,tardis,crypto,2021-03-10T00:00:00.000Z,2024-10-25T00:00:00.000Z,"trades,book_snapshot_5",WXT,USDT,USDT,WXT-USDT,wxt-usdt,False,,,,,,,,,,,,,
