instrument_key,venue,instrument_type,symbol,venue_type,tardis_exchange,data_provider,asset_class,available_from_datetime,available_to_datetime,data_types,base_asset,quote_asset,settle_asset,exchange_raw_symbol,tardis_symbol,inverse,strike,option_type,expiry,contract_size,tick_size,underlying,min_size,ccxt_symbol,ccxt_exchange,base_asset_contract_address,quote_asset_contract_address,pool_address,pool_fee_tier
BINANCE-FUTURES:PERPETUAL:COCOS-USDT@LIN,BINANCE-FUTURES,PERPETUAL,COCOS-USDT@LIN,exchange,binance-futures,tardis,crypto,2023-02-21T00:00:00.000Z,2023-05-26T00:00:00.000Z,"trades,book_snapshot_5,derivative_ticker,liquidations",COCOS,USDT,USDT,cocosusdt,cocosusdt,False,,,,,0.0001,COCOS-USDT,1.0,COCOS/USDT,binance,,,,
BINANCE-FUTURES:FUTURE:BTC-USDT-230630,BINANCE-FUTURES,FUTURE,BTC-USDT-230630,exchange,binance-futures,tardis,crypto,2023-03-27T00:00:00.000Z,2023-07-01T00:00:00.000Z,"trades,book_snapshot_5,derivative_ticker,liquidations",BTC,USDT,USDT,btcusdt_230630,btcusdt_230630,False,,,2023-06-30T08:00:00Z,,0.01,BTC-USDT,1e-05,BTC/USDT,binance,,,,
BINANCE-FUTURES:FUTURE:ETH-USDT-230630,BINANCE-FUTURES,FUTURE,ETH-USDT-230630,exchange,binance-futures,tardis,crypto,2023-03-27T00:00:00.000Z,2023-07-01T00:00:00.000Z,"trades,book_snapshot_5,derivative_ticker,liquidations",ETH,USDT,USDT,ethusdt_230630,ethusdt_230630,False,,,2023-06-30T08:00:00Z,,0.01,ETH-USDT,0.0001,ETH/USDT,binance,,,,
DERIBIT:PERPETUAL:BTC-USD@INV,DERIBIT,PERPETUAL,BTC-USD@INV,exchange,deribit,tardis,crypto,2019-03-30T00:00:00.000Z,,options_chain,BTC,USD,BTC,BTC-PERPETUAL,btc-perpetual,True,,,,10.0,0.5,BTC-USD,10.0,BTC/USD:BTC,deribit,,,,
DERIBIT:PERPETUAL:BTC-USDC@LIN,DERIBIT,PERPETUAL,BTC-USDC@LIN,exchange,deribit,tardis,crypto,2022-03-09T00:00:00.000Z,,options_chain,BTC,USDC,USDC,BTC_USDC-PERPETUAL,btc_usdc-perpetual,False,,,,0.0001,0.5,BTC-USDC,0.0001,BTC/USDC:USDC,deribit,,,,
DERIBIT:PERPETUAL:ETH-USD@INV,DERIBIT,PERPETUAL,ETH-USD@INV,exchange,deribit,tardis,crypto,2019-03-30T00:00:00.000Z,,options_chain,ETH,USD,ETH,ETH-PERPETUAL,eth-perpetual,True,,,,1.0,0.05,ETH-USD,1.0,ETH/USD:ETH,deribit,,,,
DERIBIT:PERPETUAL:ETH-USDC@LIN,DERIBIT,PERPETUAL,ETH-USDC@LIN,exchange,deribit,tardis,crypto,2022-03-14T00:00:00.000Z,,options_chain,ETH,USDC,USDC,ETH_USDC-PERPETUAL,eth_usdc-perpetual,False,,,,0.001,0.05,ETH-USDC,0.001,ETH/USDC:USDC,deribit,,,,
DERIBIT:PERPETUAL:LTC-USDC@LIN,DERIBIT,PERPETUAL,LTC-USDC@LIN,exchange,deribit,tardis,crypto,2022-04-28T00:00:00.000Z,,options_chain,LTC,USDC,USDC,LTC_USDC-PERPETUAL,ltc_usdc-perpetual,False,,,,0.1,0.01,LTC-USDC,0.1,LTC/USDC:USDC,deribit,,,,
DERIBIT:PERPETUAL:SOL-USDC@LIN,DERIBIT,PERPETUAL,SOL-USDC@LIN,exchange,deribit,tardis,crypto,2022-03-15T00:00:00.000Z,,options_chain,SOL,USDC,USDC,SOL_USDC-PERPETUAL,sol_usdc-perpetual,False,,,,0.1,0.01,SOL-USDC,0.1,SOL/USDC:USDC,deribit,,,,
DERIBIT:PERPETUAL:BCH-USDC@LIN,DERIBIT,PERPETUAL,BCH-USDC@LIN,exchange,deribit,tardis,crypto,2022-04-28T00:00:00.000Z,,options_chain,BCH,USDC,USDC,BCH_USDC-PERPETUAL,bch_usdc-perpetual,False,,,,0.02,0.01,BCH-USDC,0.02,BCH/USDC:USDC,deribit,,,,
DERIBIT:PERPETUAL:XRP-USDC@LIN,DERIBIT,PERPETUAL,XRP-USDC@LIN,exchange,deribit,tardis,crypto,2022-03-16T00:00:00.000Z,,options_chain,XRP,USDC,USDC,XRP_USDC-PERPETUAL,xrp_usdc-perpetual,False,,,,10.0,0.0001,XRP-USDC,10.0,XRP/USDC:USDC,deribit,,,,
DERIBIT:PERPETUAL:AVAX-USDC@LIN,DERIBIT,PERPETUAL,AVAX-USDC@LIN,exchange,deribit,tardis,crypto,2022-03-17T00:00:00.000Z,,options_chain,AVAX,USDC,USDC,AVAX_USDC-PERPETUAL,avax_usdc-perpetual,False,,,,0.1,0.01,AVAX-USDC,0.1,AVAX/USDC:USDC,deribit,,,,
DERIBIT:PERPETUAL:TRX-USDC@LIN,DERIBIT,PERPETUAL,TRX-USDC@LIN,exchange,deribit,tardis,crypto,2022-04-28T00:00:00.000Z,,options_chain,TRX,USDC,USDC,TRX_USDC-PERPETUAL,trx_usdc-perpetual,False,,,,100.0,1e-05,TRX-USDC,100.0,TRX/USDC:USDC,deribit,,,,
DERIBIT:PERPETUAL:DOT-USDC@LIN,DERIBIT,PERPETUAL,DOT-USDC@LIN,exchange,deribit,tardis,crypto,2022-03-22T00:00:00.000Z,,options_chain,DOT,USDC,USDC,DOT_USDC-PERPETUAL,dot_usdc-perpetual,False,,,,1.0,0.001,DOT-USDC,1.0,DOT/USDC:USDC,deribit,,,,
DERIBIT:PERPETUAL:LINK-USDC@LIN,DERIBIT,PERPETUAL,LINK-USDC@LIN,exchange,deribit,tardis,crypto,2022-04-28T00:00:00.000Z,,options_chain,LINK,USDC,USDC,LINK_USDC-PERPETUAL,link_usdc-perpetual,False,,,,1.0,0.001,LINK-USDC,1.0,LINK/USDC:USDC,deribit,,,,
DERIBIT:PERPETUAL:ADA-USDC@LIN,DERIBIT,PERPETUAL,ADA-USDC@LIN,exchange,deribit,tardis,crypto,2022-03-21T00:00:00.000Z,,options_chain,ADA,USDC,USDC,ADA_USDC-PERPETUAL,ada_usdc-perpetual,False,,,,10.0,0.0001,ADA-USDC,10.0,ADA/USDC:USDC,deribit,,,,
DERIBIT:PERPETUAL:DOGE-USDC@LIN,DERIBIT,PERPETUAL,DOGE-USDC@LIN,exchange,deribit,tardis,crypto,2022-04-28T00:00:00.000Z,,options_chain,DOGE,USDC,USDC,DOGE_USDC-PERPETUAL,doge_usdc-perpetual,False,,,,100.0,1e-05,DOGE-USDC,100.0,DOGE/USDC:USDC,deribit,,,,
DERIBIT:PERPETUAL:UNI-USDC@LIN,DERIBIT,PERPETUAL,UNI-USDC@LIN,exchange,deribit,tardis,crypto,2022-04-28T00:00:00.000Z,,options_chain,UNI,USDC,USDC,UNI_USDC-PERPETUAL,uni_usdc-perpetual,False,,,,1.0,0.001,UNI-USDC,1.0,UNI/USDC:USDC,deribit,,,,
DERIBIT:PERPETUAL:ALGO-USDC@LIN,DERIBIT,PERPETUAL,ALGO-USDC@LIN,exchange,deribit,tardis,crypto,2022-04-28T00:00:00.000Z,,options_chain,ALGO,USDC,USDC,ALGO_USDC-PERPETUAL,algo_usdc-perpetual,False,,,,10.0,0.0001,ALGO-USDC,10.0,ALGO/USDC:USDC,deribit,,,,
DERIBIT:PERPETUAL:NEAR-USDC@LIN,DERIBIT,PERPETUAL,NEAR-USDC@LIN,exchange,deribit,tardis,crypto,2022-04-28T00:00:00.000Z,,options_chain,NEAR,USDC,USDC,NEAR_USDC-PERPETUAL,near_usdc-perpetual,False,,,,1.0,0.001,NEAR-USDC,1.0,NEAR/USDC:USDC,deribit,,,,
DERIBIT:PERPETUAL:MATIC-USDC@LIN,DERIBIT,PERPETUAL,MATIC-USDC@LIN,exchange,deribit,tardis,crypto,2022-04-28T00:00:00.000Z,2024-08-31T00:00:00.000Z,options_chain,MATIC,USDC,USDC,MATIC_USDC-PERPETUAL,matic_usdc-perpetual,False,,,,,,MATIC-USDC,,,,,,,
DERIBIT:FUTURE:BTC-USD-240329,DERIBIT,FUTURE,BTC-USD-240329,exchange,deribit,tardis,crypto,2023-03-31T00:00:00.000Z,2024-03-30T00:00:00.000Z,options_chain,BTC,USD,BTC,BTC-29MAR24,btc-29mar24,True,,,2024-03-29T08:00:00Z,,,BTC-USD,,,,,,,
DERIBIT:FUTURE:BTC-USD-231229,DERIBIT,FUTURE,BTC-USD-231229,exchange,deribit,tardis,crypto,2022-12-30T00:00:00.000Z,2023-12-30T00:00:00.000Z,options_chain,BTC,USD,BTC,BTC-29DEC23,btc-29dec23,True,,,2023-12-29T08:00:00Z,,,BTC-USD,,,,,,,
DERIBIT:FUTURE:BTC-USD-230929,DERIBIT,FUTURE,BTC-USD-230929,exchange,deribit,tardis,crypto,2022-09-30T00:00:00.000Z,2023-09-30T00:00:00.000Z,options_chain,BTC,USD,BTC,BTC-29SEP23,btc-29sep23,True,,,2023-09-29T08:00:00Z,,,BTC-USD,,,,,,,
DERIBIT:FUTURE:BTC-USD-230630,DERIBIT,FUTURE,BTC-USD-230630,exchange,deribit,tardis,crypto,2022-06-24T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,BTC,USD,BTC,BTC-30JUN23,btc-30jun23,True,,,2023-06-30T08:00:00Z,,,BTC-USD,,,,,,,
DERIBIT:FUTURE:BTC-USD-230602,DERIBIT,FUTURE,BTC-USD-230602,exchange,deribit,tardis,crypto,2023-05-19T00:00:00.000Z,2023-06-03T00:00:00.000Z,options_chain,BTC,USD,BTC,BTC-2JUN23,btc-2jun23,True,,,2023-06-02T08:00:00Z,,,BTC-USD,,,,,,,
DERIBIT:FUTURE:BTCDVOL-USDC-230531,DERIBIT,FUTURE,BTCDVOL-USDC-230531,exchange,deribit,tardis,crypto,2023-04-19T00:00:00.000Z,2023-06-01T00:00:00.000Z,options_chain,BTCDVOL,USDC,USDC,BTCDVOL_USDC-31MAY23,btcdvol_usdc-31may23,False,,,2023-05-31T08:00:00Z,,,BTCDVOL-USDC,,,,,,,
DERIBIT:FUTURE:BTC-USD-230526,DERIBIT,FUTURE,BTC-USD-230526,exchange,deribit,tardis,crypto,2023-03-31T00:00:00.000Z,2023-05-27T00:00:00.000Z,options_chain,BTC,USD,BTC,BTC-26MAY23,btc-26may23,True,,,2023-05-26T08:00:00Z,,,BTC-USD,,,,,,,
DERIBIT:FUTURE:ETH-USD-240329,DERIBIT,FUTURE,ETH-USD-240329,exchange,deribit,tardis,crypto,2023-03-31T00:00:00.000Z,2024-03-30T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-29MAR24,eth-29mar24,True,,,2024-03-29T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:FUTURE:ETH-USD-231229,DERIBIT,FUTURE,ETH-USD-231229,exchange,deribit,tardis,crypto,2022-12-30T00:00:00.000Z,2023-12-30T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-29DEC23,eth-29dec23,True,,,2023-12-29T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:FUTURE:ETH-USD-230929,DERIBIT,FUTURE,ETH-USD-230929,exchange,deribit,tardis,crypto,2022-09-30T00:00:00.000Z,2023-09-30T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-29SEP23,eth-29sep23,True,,,2023-09-29T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:FUTURE:ETH-USD-230630,DERIBIT,FUTURE,ETH-USD-230630,exchange,deribit,tardis,crypto,2022-06-24T00:00:00.000Z,2023-07-01T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-30JUN23,eth-30jun23,True,,,2023-06-30T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:FUTURE:ETH-USD-230602,DERIBIT,FUTURE,ETH-USD-230602,exchange,deribit,tardis,crypto,2023-05-19T00:00:00.000Z,2023-06-03T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-2JUN23,eth-2jun23,True,,,2023-06-02T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:FUTURE:ETH-USD-230526,DERIBIT,FUTURE,ETH-USD-230526,exchange,deribit,tardis,crypto,2023-03-31T00:00:00.000Z,2023-05-27T00:00:00.000Z,options_chain,ETH,USD,ETH,ETH-26MAY23,eth-26may23,True,,,2023-05-26T08:00:00Z,,,ETH-USD,,,,,,,
DERIBIT:OPTION:BTC-USD-240329-24000-PUT,DERIBIT,OPTION,BTC-USD-240329-24000-PUT,exchange,deribit,tardis,crypto,2023-03-30T00:00:00.000Z,2024-03-30T00:00:00.000Z,options_chain,BTC,USD,BTC,BTC-29MAR24-24000-P,btc-29mar24-24000-p,True,24000,PUT,2024-03-29T08:00:00Z,,,BTC-USD,,,,,,,
DERIBIT:OPTION:BTC-USD-240329-20000-PUT,DERIBIT,OPTION,BTC-USD-240329-20000-PUT,exchange,deribit,tardis,crypto,2023-03-30T00:00:00.000Z,2024-03-30T00:00:00.000Z,options_chain,BTC,USD,BTC,BTC-29MAR24-20000-P,btc-29mar24-20000-p,True,20000,PUT,2024-03-29T08:00:00Z,,,BTC-USD,,,,,,,
DERIBIT:OPTION:BTC-USD-240329-25000-PUT,DERIBIT,OPTION,BTC-USD-240329-25000-PUT,exchange,deribit,tardis,crypto,2023-03-30T00:00:00.000Z,2024-03-30T00:00:00.000Z,options_chain,BTC,USD,BTC,BTC-29MAR24-25000-P,btc-29mar24-25000-p,True,25000,PUT,2024-03-29T08:00:00Z,,,BTC-USD,,,,,,,
DERIBIT:OPTION:BTC-USD-240329-30000-CALL,DERIBIT,OPTION,BTC-USD-240329-30000-CALL,exchange,deribit,tardis,crypto,2023-03-30T00:00:00.000Z,2024-03-30T00:00:00.000Z,options_chain,BTC,USD,BTC,BTC-29MAR24-30000-C,btc-29mar24-30000-c,True,30000,CALL,2024-03-29T08:00:00Z,,,BTC-USD,,,,,,,
DERIBIT:OPTION:BTC-USD-240329-45000-CALL,DERIBIT,OPTION,BTC-USD-240329-45000-CALL,exchange,deribit,tardis,crypto,2023-03-30T00:00:00.000Z,2024-03-30T00:00:00.000Z,options_chain,BTC,USD,BTC,BTC-29MAR24-45000-C,btc-29mar24-45000-c,True,45000,CALL,2024-03-29T08:00:00Z,,,BTC-USD,,,,,,,
DERIBIT:OPTION:BTC-USD-240329-120000-CALL,DERIBIT,OPTION,BTC-USD-240329-120000-CALL,exchange,deribit,tardis,crypto,2023-03-30T00:00:00.000Z,2024-03-30T00:00:00.000Z,options_chain,BTC,USD,BTC,BTC-29MAR24-120000-C,btc-29mar24-120000-c,True,120000,CALL,2024-03-29T08:00:00Z,,,BTC-USD,,,,,,,
DERIBIT:OPTION:BTC-USD-240329-21000-PUT,DERIBIT,OPTION,BTC-USD-240329-21000-PUT,exchange,deribit,tardis,crypto,2023-03-30T00:00:00.000Z,2024-03-30T00:00:00.000Z,options_chain,BTC,USD,BTC,BTC-29MAR24-21000-P,btc-29mar24-21000-p,True,21000,PUT,2024-03-29T08:00:00Z,,,BTC-USD,,,,,,,
DERIBIT:OPTION:BTC-USD-240329-100000-CALL,DERIBIT,OPTION,BTC-USD-240329-100000-CALL,exchange,deribit,tardis,crypto,2023-03-30T00:00:00.000Z,2024-03-30T00:00:00.000Z,options_chain,BTC,USD,BTC,BTC-29MAR24-100000-C,btc-29mar24-100000-c,True,100000,CALL,2024-03-29T08:00:00Z,,,BTC-USD,,,,,,,
DERIBIT:OPTION:BTC-USD-240329-15000-PUT,DERIBIT,OPTION,BTC-USD-240329-15000-PUT,exchange,deribit,tardis,crypto,2023-03-30T00:00:00.000Z,2024-03-30T00:00:00.000Z,options_chain,BTC,USD,BTC,BTC-29MAR24-15000-P,btc-29mar24-15000-p,True,15000,PUT,2024-03-29T08:00:00Z,,,BTC-USD,,,,,,,
DERIBIT:OPTION:BTC-USD-240329-80000-CALL,DERIBIT,OPTION,BTC-USD-240329-80000-CALL,exchange,deribit,tardis,crypto,2023-03-30T00:00:00.000Z,2024-03-30T00:00:00.000Z,options_chain,BTC,USD,BTC,BTC-29MAR24-80000-C,btc-29mar24-80000-c,True,80000,CALL,2024-03-29T08:00:00Z,,,BTC-USD,,,,,,,
DERIBIT:OPTION:BTC-USD-240329-50000-CALL,DERIBIT,OPTION,BTC-USD-240329-50000-CALL,exchange,deribit,tardis,crypto,2023-03-30T00:00:00.000Z,2024-03-30T00:00:00.000Z,options_chain,BTC,USD,BTC,BTC-29MAR24-50000-C,btc-29mar24-50000-c,True,50000,CALL,2024-03-29T08:00:00Z,,,BTC-USD,,,,,,,
DERIBIT:OPTION:BTC-USD-240329-65000-CALL,DERIBIT,OPTION,BTC-USD-240329-65000-CALL,exchange,deribit,tardis,crypto,2023-03-30T00:00:00.000Z,2024-03-30T00:00:00.000Z,options_chain,BTC,USD,BTC,BTC-29MAR24-65000-C,btc-29mar24-65000-c,True,65000,CALL,2024-03-29T08:00:00Z,,,BTC-USD,,,,,,,
DERIBIT:OPTION:BTC-USD-240329-23000-PUT,DERIBIT,OPTION,BTC-USD-240329-23000-PUT,exchange,deribit,tardis,crypto,2023-03-30T00:00:00.000Z,2024-03-30T00:00:00.000Z,options_chain,BTC,USD,BTC,BTC-29MAR24-23000-P,btc-29mar24-23000-p,True,23000,PUT,2024-03-29T08:00:00Z,,,BTC-USD,,,,,,,
DERIBIT:OPTION:BTC-USD-240329-60000-CALL,DERIBIT,OPTION,BTC-USD-240329-60000-CALL,exchange,deribit,tardis,crypto,2023-03-30T00:00:00.000Z,2024-03-30T00:00:00.000Z,options_chain,BTC,USD,BTC,BTC-29MAR24-60000-C,btc-29mar24-60000-c,True,60000,CALL,2024-03-29T08:00:00Z,,,BTC-USD,,,,,,,
